"";"UID";"ID";"TIPO1";"TIPO2";"LABEL_COR";"V1_LABEL_TIPO";"V2_LABEL_ID";"V3_LABEL_ID2";"V4_LABEL_ID3";"V5_LABEL_LABEL";"V5_LABEL_NOME";"V5_LABEL_TIPO";"V5_LABEL_TIPO_NOME";"V6_COMUNICACAO_Dispõe.de.meios.de.comunicação";"V7_COMUNICACAO_Telefeno.Fixo";"V8_COMUNICACAO_Celular.Chamada.de.Voz";"V9_COMUNICACAO_Celular.Mensagem.de.Texto";"V10_COMUNICACAO_E.mail";"V11_COMUNICACAO_Skype.Menssager";"V12_COMUNICACAO_Converso.Pessalmente";"V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.";"V14_COMUNICACAO_Outro";"V15_COMUNICACAO_FACEBOOK/REDES SOCAIS";"V16_TEMPO_FUNC_Data_Abertura";"V17_TEMPO_FUNC_Data_Pesquisa";"V18_TEMPO_FUNC_Idade_Serviço_Dias";"V19_TEMPO_FUNC_Idade_em_anos";"V20_FUNCIONAMENTO_Segunda";"V21_FUNCIONAMENTO_Terça";"V22_FUNCIONAMENTO_Quarta";"V23_FUNCIONAMENTO_Quinta";"V24_FUNCIONAMENTO_Sexta";"V25_FUNCIONAMENTO_Sábado";"V26_FUNCIONAMENTO_Domingo";"V27_FUNCIONAMENTO_Feriados";"V28_FUNCIONAMENTO_Segunda....Manhã";"V29_FUNCIONAMENTO_Segunda....Tarde";"V30_FUNCIONAMENTO_Segunda....Noite";"V31_FUNCIONAMENTO_Segunda....Plantão.24h";"V32_FUNCIONAMENTO_Terça....Manhã";"V33_FUNCIONAMENTO_Terça....Tarde";"V34_FUNCIONAMENTO_Terça....Noite";"V35_FUNCIONAMENTO_Terça....Plantão.24h";"V36_FUNCIONAMENTO_Quarta....Manhã";"V37_FUNCIONAMENTO_Quarta....Tarde";"V38_FUNCIONAMENTO_Quarta....Noite";"V39_FUNCIONAMENTO_Quarta....Plantão.24h";"V40_FUNCIONAMENTO_Quinta....Manhã";"V41_FUNCIONAMENTO_Quinta....Tarde";"V42_FUNCIONAMENTO_Quinta....Noite";"V43_FUNCIONAMENTO_Quinta....Plantão.24h";"V44_FUNCIONAMENTO_Sexta....Manhã";"V45_FUNCIONAMENTO_Sexta....Tarde";"V46_FUNCIONAMENTO_Sexta....Noite";"V47_FUNCIONAMENTO_Sexta....Plantão.24h";"V48_FUNCIONAMENTO_Sábado....Manhã";"V49_FUNCIONAMENTO_Sábado....Tarde";"V50_FUNCIONAMENTO_Sábado....Noite";"V51_FUNCIONAMENTO_Sábado....Plantão.24h";"V52_FUNCIONAMENTO_Domingo....Manhã";"V53_FUNCIONAMENTO_Domingo....Tarde";"V54_FUNCIONAMENTO_Domingo....Noite";"V55_FUNCIONAMENTO_Domingo....Plantão.24h";"V56_FUNCIONAMENTO_Feriado....Manhã";"V57_FUNCIONAMENTO_Feriado....Tarde";"V58_FUNCIONAMENTO_Feriado....Noite";"V59_FUNCIONAMENTO_Feriado....Plantão.24h";"V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde";"V61_PROFISSIONAIS_Assistentes.Sociais";"V62_PROFISSIONAIS_Auxiliares.de.Enfermagem";"V63_PROFISSIONAIS_Enfermeiros";"V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal";"V65_PROFISSIONAIS_Médicos";"V66_PROFISSIONAIS_Psicólogos";"V67_PROFISSIONAIS_Fisioterapeutas";"V68_PROFISSIONAIS_Terapeutas.Ocupacionais";"V69_PROFISSIONAIS_Dentistas";"V70_PROFISSIONAIS_Farmacêuticos";"V71_PROFISSIONAIS_Administradores";"V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.";"V73_PROFISSIONAIS_Educadores.Físicos";"V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários";"V75_PROFISSIONAIS_Auxiliares.de.almoxarifado";"V76_PROFISSIONAIS_Educadores.Sociais";"V77_PROFISSIONAIS_Pedagogos";"V78_PROFISSIONAIS_Auxiliares.administrativos";"V79_PROFISSIONAIS_Recepcionistas";"V80_PROFISSIONAIS_Serviços.gerais";"V81_PROFISSIONAIS_Cozinheiros";"V82_PROFISSIONAIS_Motoristas";"V83_PROFISSIONAIS_Porteiros";"V84_PROFISSIONAIS_Outros";"V85_PROFISSIONAIS_TOTAL_Profissionais";"V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde";"V87_PROFISSIONAIS_X2...Assistentes.Sociais";"V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem";"V89_PROFISSIONAIS_X4...Enfermeiros";"V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal";"V91_PROFISSIONAIS_X6...Médicos";"V92_PROFISSIONAIS_X7...Psicólogos";"V93_PROFISSIONAIS_X8...Fisioterapeutas";"V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais";"V95_PROFISSIONAIS_X10...Dentistas";"V96_PROFISSIONAIS_X11...Farmacêuticos";"V97_PROFISSIONAIS_X12...Administradores";"V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.";"V99_PROFISSIONAIS_X14...Educadores.Físicos";"V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários";"V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado";"V102_PROFISSIONAIS_X17...Educadores.Sociais";"V103_PROFISSIONAIS_X18...Pedagogos";"V104_PROFISSIONAIS_X19...Auxiliares.administrativos";"V105_PROFISSIONAIS_X20...Recepcionistas";"V106_PROFISSIONAIS_X21...Serviços.gerais";"V107_PROFISSIONAIS_X22...Cozinheiros";"V108_PROFISSIONAIS_X23...Motoristas";"V109_PROFISSIONAIS_X24...Porteiros";"V110_PACIENTES_Média.atende.dia.típico.";"V111_PACIENTES_Média.capacidade.de.atender.";"V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..";"V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..";"V114_RELACOES_UAPS.RURAL";"V115_RELACOES_UAPS.URBANA";"V116_RELACOES_Ajuda.Mútua";"V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT";"V118_RELACOES_Residência.Terapeutica";"V119_RELACOES_Entidades.Socioassistenciais";"V120_RELACOES_Assistência.Hospitalar";"V121_RELACOES_CAPS";"V122_RELACOES_CRAS";"V123_RELACOES_CREAS";"V124_RELACOES_Acolhimento.Institucional";"V125_RELACOES_Urgência.Emergência";"V126_RELACOES_Ambulatório.de.Saúde.Mental";"V127_RELACOES_Centro.de.Convivência";"V128_RELACOES_Consultório.na.Rua";"V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO";"V130_RELACOES_NÚMERO SERVIÇOS NÃO.LISTADOS";"V131_GEO_kml_latitude";"V132_GEO_kml_longitude"
"39";39;"q39_UAPS.URBANA...Linhares";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q39_UAPS.URBANA...Linhares";39;"UAPS.URBANA...Linhares";"UAPS-URBANA";" Linhares";"UAP_URB";"UAP_URB_ Linhares";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"36039";"41974";"5935";"16.260273972602739";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"47";"28";"0";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"250";"250";"20";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.734507799999999";"-43.329141"
"40";40;"q40_UAPS.URBANA...Marumbí";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q40_UAPS.URBANA...Marumbí";40;"UAPS.URBANA...Marumbí";"UAPS-URBANA";" Marumbí";"UAP_URB";"UAP_URB_ Marumbí";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"32540";"41974";"9434";"25.846575342465755";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"31";"17";"1";"3";"3";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"90";"90";"12";"20";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.728600700000001";"-43.342365000000001"
"41";41;"q41_UAPS.URBANA...Nossa.Senhora.Aparecida";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q41_UAPS.URBANA...Nossa.Senhora.Aparecida";41;"UAPS.URBANA...Nossa.Senhora.Aparecida";"UAPS-URBANA";" Nossa Senhora Aparecida";"UAP_URB";"UAP_URB_ Nossa Senhora Aparecida";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"36161";"41974";"5813";"15.926027397260274";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"22";"13";"0";"2";"2";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"98";"98";"10";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.743231911388499";"-43.347347292289697"
"42";42;"q42_UAPS.URBANA...Progresso";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q42_UAPS.URBANA...Progresso";42;"UAPS.URBANA...Progresso";"UAPS-URBANA";" Progresso";"UAP_URB";"UAP_URB_ Progresso";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"32509";"41974";"9465";"25.931506849315067";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"25";"12";"1";"3";"3";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"200";"130";"10";"40";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"43";43;"q43_UAPS.URBANA...Santa.Cândida.São.Sebastião";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q43_UAPS.URBANA...Santa.Cândida.São.Sebastião";43;"UAPS.URBANA...Santa.Cândida.São.Sebastião";"UAPS-URBANA";" Santa Cândida/São Sebastião";"UAP_URB";"UAP_URB_ Santa Cândida/São Sebastião";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"40483";"41974";"1491";"4.0849315068493155";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"31";"15";"0";"3";"3";"0";"3";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"65";"50";"8";"15";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"44";44;"q44_UAPS.URBANA...Santa.Rita";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q44_UAPS.URBANA...Santa.Rita";44;"UAPS.URBANA...Santa.Rita";"UAPS-URBANA";" Santa Rita";"UAP_URB";"UAP_URB_ Santa Rita";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"34881";"41974";"7093";"19.432876712328767";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"23";"12";"0";"2";"3";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"60";"60";"10";"30";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.7375271206508";"-43.338737473658398"
"45";45;"q45_UAPS.URBANA...São.Benedito";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q45_UAPS.URBANA...São.Benedito";45;"UAPS.URBANA...São.Benedito";"UAPS-URBANA";" São Benedito";"UAP_URB";"UAP_URB_ São Benedito";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"34881";"41974";"7093";"19.432876712328767";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"31";"18";"0";"3";"3";"0";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"100";"100";"10";"15";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.7493733096772";"-43.325876870730902"
"46";46;"q46_UAPS.URBANA...Bairro.de.Lourdes";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q46_UAPS.URBANA...Bairro.de.Lourdes";46;"UAPS.URBANA...Bairro.de.Lourdes";"UAPS-URBANA";" Bairro de Lourdes";"UAP_URB";"UAP_URB_ Bairro de Lourdes";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"35765";"41974";"6209";"17.010958904109589";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"11";"0";"0";"3";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"100";"120";"25";"80";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"47";47;"q47_UAPS.URBANA...Furtado.de.Menezes";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q47_UAPS.URBANA...Furtado.de.Menezes";47;"UAPS.URBANA...Furtado.de.Menezes";"UAPS-URBANA";" Furtado de Menezes";"UAP_URB";"UAP_URB_ Furtado de Menezes";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"23802";"41974";"18172";"49.786301369863011";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"11";"1";"3";"2";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"150";"120";"6";"18";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"48";48;"q48_UAPS.URBANA...Jardim.da.Lua";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q48_UAPS.URBANA...Jardim.da.Lua";48;"UAPS.URBANA...Jardim.da.Lua";"UAPS-URBANA";" Jardim da Lua";"UAP_URB";"UAP_URB_ Jardim da Lua";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"33604";"41974";"8370";"22.931506849315067";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"15";"6";"1";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"34";"34";"10";"7";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"0";"-21.762237045716802";"-43.327638849116902"
"49";49;"q49_UAPS.URBANA...Jardim.Esperança";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q49_UAPS.URBANA...Jardim.Esperança";49;"UAPS.URBANA...Jardim.Esperança";"UAPS-URBANA";" Jardim Esperança";"UAP_URB";"UAP_URB_ Jardim Esperança";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"35462";"41974";"6512";"17.841095890410958";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"25";"14";"0";"3";"2";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"50";"50";"10";"30";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.770886669999999";"-43.292355520000001"
"50";50;"q50_UAPS.URBANA...Retiro";"Privado";"Saúde";"UAPS";"UAPS-URBANA";"q50_UAPS.URBANA...Retiro";50;"UAPS.URBANA...Retiro";"UAPS-URBANA";" Retiro";"UAP_URB";"UAP_URB_ Retiro";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"34455";"41974";"7519";"20.6";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"21";"11";"0";"2";"2";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"150";"70";"30";"20";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";"-21.783666048246999";"-43.298491119851498"
