"","var2_indegree","var2_outdegree","var2_totaldegree","var2_incloseness","var2_outcloseness","var2_totalcloseness","var2_betweenness","var2_eigenvector","var2_reach_in_vec","var2_reach_out_vec"
"137",3,5,8,6.31352989456405e-05,0.000478240076518412,0.000646830530401035,380.5,0.022,0.556149732620321,NA
"173",11,9,20,6.35041595224487e-05,0.000485201358563804,0.000651890482398957,53.3,0.34,0.556149732620321,NA
"112",1,37,38,6.23441396508728e-05,0.000537634408602151,0.000680272108843537,3627.9,0,0.556149732620321,NA
"160",0,1,1,2.87505031338048e-05,0.000517063081695967,0.000626174076393237,0,0,0.0053475935828877,NA
"68",1,3,4,6.19693871227614e-05,0.000437636761487965,0.000618811881188119,1.7,0,0.556149732620321,NA
"71",2,2,4,6.19770684846607e-05,0.000473260766682442,0.000658761528326746,114.7,0,0.556149732620321,NA
"174",16,25,41,6.35404752827551e-05,0.000495049504950495,0.000659630606860158,758.6,0.42,0.556149732620321,NA
"176",10,25,35,6.35162601626016e-05,0.000504540867810293,0.000656598818122127,253.7,0.344,0.556149732620321,NA
"179",10,18,28,6.35041595224487e-05,0.000492125984251968,0.000655307994757536,46.9,0.319,0.556149732620321,NA
"175",14,5,19,6.35445129313084e-05,0.000486144871171609,0.000652315720808871,545.6,0.413,0.556149732620321,NA
"64",5,4,9,6.34638573332487e-05,0.000481927710843373,0.000647668393782383,49.3,0.233,0.556149732620321,NA
"190",16,2,18,6.35485510930351e-05,0.000476190476190476,0.000655737704918033,134.9,0.398,0.556149732620321,NA
"107",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"178",10,2,12,6.35162601626016e-05,0.000415973377703827,0.000649772579597141,8.8,0.33,0.556149732620321,NA
"132",2,3,5,6.28772635814889e-05,0.000475963826749167,0.000641025641025641,0,0.006,0.556149732620321,NA
"124",2,5,7,6.32231143706139e-05,0.000484730974309258,0.000649350649350649,82.3,0.052,0.556149732620321,NA
"139",2,3,5,6.31512472371329e-05,0.000459136822773186,0.000604960677555959,22.8,0.054,0.556149732620321,NA
"144",1,4,5,6.30517023959647e-05,0.000482160077145612,0.000644329896907216,0.5,0.018,0.556149732620321,NA
"158",14,31,45,6.33031588276255e-05,0.00050761421319797,0.000664451827242525,1187.4,0.125,0.556149732620321,NA
"188",14,27,41,6.35081925568398e-05,0.000515463917525773,0.000662690523525514,4301.3,0.344,0.556149732620321,NA
"194",9,4,13,6.34960949901581e-05,0.00048661800486618,0.000648508430609598,630.7,0.281,0.556149732620321,NA
"195",7,4,11,6.34477507772349e-05,0.00048661800486618,0.000647249190938511,66.9,0.161,0.556149732620321,NA
"122",4,1,5,6.32231143706139e-05,0.000479616306954436,0.000644745325596389,0.3,0.071,0.556149732620321,NA
"159",1,6,7,6.31034265160598e-05,0.000510725229826353,0.000647249190938511,3595,0.03,0.556149732620321,NA
"183",20,0,20,6.43004115226337e-05,2.87505031338048e-05,0.00065359477124183,0,0.398,0.561497326203209,NA
"110",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"146",1,8,9,6.28970375495314e-05,0.00048780487804878,0.000646830530401035,0.2,0.011,0.556149732620321,NA
"147",1,8,9,6.28970375495314e-05,0.00048780487804878,0.000646830530401035,0.2,0.011,0.556149732620321,NA
"148",1,8,9,6.28970375495314e-05,0.00048780487804878,0.000646830530401035,0.2,0.011,0.556149732620321,NA
"149",1,8,9,6.28970375495314e-05,0.00048780487804878,0.000646830530401035,0.2,0.011,0.556149732620321,NA
"150",1,8,9,6.28970375495314e-05,0.00048780487804878,0.000646830530401035,0.2,0.011,0.556149732620321,NA
"128",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,NA
"67",6,9,15,6.33392449961996e-05,0.000489715964740451,0.000659195781147001,840.8,0.166,0.556149732620321,NA
"102",1,35,36,6.19540301096586e-05,0.000499001996007984,0.000634517766497462,734,0,0.556149732620321,NA
"182",10,6,16,6.35081925568398e-05,0.00048030739673391,0.00065402223675605,81.3,0.33,0.556149732620321,NA
"37",8,0,8,6.4246707356248e-05,2.87505031338048e-05,0.000649772579597141,0,0.25,0.561497326203209,NA
"81",1,0,1,6.22742558226429e-05,2.87505031338048e-05,0.00056980056980057,0,0,0.561497326203209,NA
"165",16,2,18,6.35687496026953e-05,0.000482858522452921,0.000669344042838019,529.1,0.338,0.556149732620321,NA
"73",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"123",2,2,4,6.28417017532835e-05,0.000414250207125104,0.000565291124929339,0,0.004,0.556149732620321,NA
"51",6,0,6,6.42137032042638e-05,2.87505031338048e-05,0.000645577792123951,0,0.204,0.561497326203209,NA
"61",5,3,8,6.34638573332487e-05,0.000480076812289966,0.000645161290322581,1,0.233,0.556149732620321,NA
"129",2,3,5,6.28772635814889e-05,0.000469704086425552,0.000606428138265616,347.1,0.006,0.556149732620321,NA
"125",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,NA
"80",1,2,3,6.22742558226429e-05,2.90613193839e-05,0.000570450656018254,0,0,0.561497326203209,NA
"156",5,4,9,6.32351081320349e-05,0.000495540138751239,0.000637755102040816,20.5,0.074,0.556149732620321,NA
"161",2,2,4,6.31273278202134e-05,0.000445037828215398,0.00061652281134402,89.1,0.033,0.556149732620321,NA
"26",3,0,3,6.41930928232122e-05,2.87505031338048e-05,0.000642260757867694,0,0.148,0.561497326203209,NA
"23",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"31",4,3,7,6.34517766497462e-05,0.000481695568400771,0.000644745325596389,1.3,0.196,0.556149732620321,NA
"33",5,0,5,6.42302010405293e-05,2.87505031338048e-05,0.000660501981505945,0,0.17,0.561497326203209,NA
"34",5,1,6,6.34759426177479e-05,0.000467289719626168,0.00066006600660066,12.2,0.197,0.556149732620321,NA
"35",6,5,11,6.34880325058726e-05,0.000483325277912035,0.000648088139987038,50.7,0.216,0.556149732620321,NA
"40",4,3,7,6.34558030331874e-05,0.000480076812289966,0.000644745325596389,0,0.206,0.556149732620321,NA
"42",6,2,8,6.34799720688123e-05,0.000448229493500672,0.000664451827242525,4.6,0.206,0.556149732620321,NA
"186",22,10,32,6.3609185166338e-05,0.000502008032128514,0.000664451827242525,1323.1,0.551,0.556149732620321,NA
"113",4,4,8,6.64407680552787e-05,2.97009118179928e-05,0.000560538116591928,0,0.002,0.582887700534759,NA
"114",4,4,8,6.64407680552787e-05,2.97009118179928e-05,0.000560538116591928,0,0.002,0.582887700534759,NA
"115",4,4,8,6.64407680552787e-05,2.97009118179928e-05,0.000560538116591928,0,0.002,0.582887700534759,NA
"116",4,4,8,6.64407680552787e-05,2.97009118179928e-05,0.000560538116591928,0,0.002,0.582887700534759,NA
"47",5,0,5,6.42219510628733e-05,2.87505031338048e-05,0.000644329896907216,0,0.213,0.561497326203209,NA
"76",3,1,4,6.27431296273058e-05,0.000490918016691213,0.000618811881188119,3552.9,0.003,0.556149732620321,NA
"104",7,5,12,6.69030574697264e-05,2.97026762111266e-05,0.000621890547263682,632,0.018,0.582887700534759,NA
"30",4,2,6,6.34678852500635e-05,0.000481463649494463,0.000645161290322581,31.8,0.197,0.556149732620321,NA
"127",2,1,3,6.31791761435431e-05,0.000445632798573975,0.000619962802231866,36.5,0.038,0.556149732620321,NA
"130",1,1,2,6.28101249921487e-05,2.89050757312984e-05,0.000575705238917674,0,0,0.561497326203209,NA
"46",5,14,19,6.34558030331874e-05,0.000491883915395967,0.00065402223675605,532.2,0.213,0.556149732620321,NA
"53",3,2,5,6.34437254155564e-05,0.000448833034111311,0.000645577792123951,1.6,0.169,0.556149732620321,NA
"54",3,5,8,6.34397005646133e-05,0.000483792936623125,0.000644745325596389,20.6,0.169,0.556149732620321,NA
"91",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,NA
"135",2,2,4,6.28417017532835e-05,0.000414250207125104,0.000565291124929339,0,0.004,0.556149732620321,NA
"168",4,3,7,6.32431065013914e-05,0.000446827524575514,0.000628535512256443,554.1,0.048,0.556149732620321,NA
"55",4,6,10,6.34437254155564e-05,0.000482858522452921,0.000645994832041344,1.2,0.199,0.556149732620321,NA
"119",4,2,6,6.29643621710112e-05,0.000483325277912035,0.000661813368630046,219.7,0.008,0.556149732620321,NA
"120",2,0,2,6.3552589768033e-05,2.87505031338048e-05,0.000575705238917674,0,0,0.566844919786096,NA
"121",3,0,3,6.36213258684311e-05,2.87505031338048e-05,0.000599161174355902,0,0.007,0.561497326203209,NA
"24",4,1,5,6.34719136781974e-05,0.000441111601235112,0.000646830530401035,274,0.197,0.556149732620321,NA
"169",7,0,7,6.42549636959455e-05,2.87505031338048e-05,0.000648088139987038,0,0.297,0.561497326203209,NA
"157",1,1,2,6.72540184276011e-05,2.89050757312984e-05,0.000560224089635854,109,0.002,0.588235294117647,NA
"155",5,18,23,6.32631112798127e-05,0.000492368291482028,0.000652315720808871,120.3,0.135,0.556149732620321,NA
"140",1,0,1,6.379178361827e-05,2.87505031338048e-05,0.000585480093676815,0,0.018,0.561497326203209,NA
"141",1,0,1,6.379178361827e-05,2.87505031338048e-05,0.000585480093676815,0,0.018,0.561497326203209,NA
"38",5,0,5,6.42178268687388e-05,2.87505031338048e-05,0.000644745325596389,0,0.233,0.561497326203209,NA
"48",5,7,12,6.34517766497462e-05,0.000487329434697856,0.000648088139987038,5.1,0.227,0.556149732620321,NA
"62",5,1,6,6.34638573332487e-05,0.000455166135639508,0.000644745325596389,0,0.233,0.556149732620321,NA
"142",1,0,1,6.379178361827e-05,2.87505031338048e-05,0.000585480093676815,0,0.018,0.561497326203209,NA
"143",2,0,2,6.38814360546825e-05,2.87505031338048e-05,0.000593119810201661,0,0.045,0.561497326203209,NA
"65",8,0,8,6.42343268242549e-05,2.87505031338048e-05,0.000649350649350649,0,0.267,0.561497326203209,NA
"66",8,1,9,6.34799720688123e-05,0.000448028673835125,0.000649350649350649,2.6,0.267,0.556149732620321,NA
"6",6,3,9,6.34920634920635e-05,0.000458715596330275,0.000647668393782383,21.1,0.217,0.556149732620321,NA
"21",6,1,7,6.34678852500635e-05,0.000448028673835125,0.000645161290322581,1.9,0.224,0.556149732620321,NA
"25",4,1,5,6.34517766497462e-05,0.000479386385426654,0.000644329896907216,0,0.167,0.556149732620321,NA
"29",4,1,5,6.42219510628733e-05,2.89050757312984e-05,0.000645577792123951,0.7,0.197,0.561497326203209,NA
"41",5,1,6,6.34638573332487e-05,0.000455166135639508,0.000644745325596389,0.4,0.221,0.556149732620321,NA
"43",6,2,8,6.34719136781974e-05,0.000473260766682442,0.000645161290322581,2.7,0.25,0.556149732620321,NA
"45",6,5,11,6.34719136781974e-05,0.000478468899521531,0.000645577792123951,11.1,0.25,0.556149732620321,NA
"56",5,5,10,6.34517766497462e-05,0.000483558994197292,0.000645577792123951,4.8,0.214,0.556149732620321,NA
"57",10,2,12,6.34719136781974e-05,0.000479616306954436,0.000646830530401035,1.8,0.219,0.556149732620321,NA
"60",5,0,5,6.42178268687388e-05,2.87505031338048e-05,0.000644745325596389,0,0.233,0.561497326203209,NA
"153",6,12,18,6.34356762243086e-05,0.000483325277912035,0.000649772579597141,45,0.232,0.556149732620321,NA
"8",4,0,4,6.42137032042638e-05,2.87505031338048e-05,0.000644329896907216,0,0.182,0.561497326203209,NA
"12",4,0,4,6.42137032042638e-05,2.87505031338048e-05,0.000644329896907216,0,0.182,0.561497326203209,NA
"18",4,0,4,6.42137032042638e-05,2.87505031338048e-05,0.000644329896907216,0,0.182,0.561497326203209,NA
"2",4,1,5,6.34558030331874e-05,0.000447828034034931,0.000645161290322581,0.3,0.195,0.556149732620321,NA
"3",3,1,4,6.34477507772349e-05,0.000479386385426654,0.000643915003219575,0,0.167,0.556149732620321,NA
"5",4,2,6,6.34598299276558e-05,0.00048030739673391,0.000645577792123951,1.3,0.182,0.556149732620321,NA
"15",5,1,6,6.34759426177479e-05,0.000479386385426654,0.000647249190938511,9.4,0.17,0.556149732620321,NA
"16",3,1,4,6.33111744222855e-05,0.000448028673835125,0.000632911392405063,0.3,0.109,0.556149732620321,NA
"17",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"19",4,0,4,6.42137032042638e-05,2.87505031338048e-05,0.000644329896907216,0,0.182,0.561497326203209,NA
"27",3,2,5,6.34477507772349e-05,0.000481463649494463,0.000643915003219575,1.1,0.167,0.556149732620321,NA
"28",4,1,5,6.34558030331874e-05,0.000479386385426654,0.000645994832041344,2,0.167,0.556149732620321,NA
"32",4,0,4,6.42137032042638e-05,2.87505031338048e-05,0.000644329896907216,0,0.182,0.561497326203209,NA
"36",5,4,9,6.34719136781974e-05,0.000483325277912035,0.000646830530401035,112.2,0.227,0.556149732620321,NA
"39",4,2,6,6.34558030331874e-05,0.000479846449136276,0.000644329896907216,0,0.206,0.556149732620321,NA
"44",5,1,6,6.34678852500635e-05,0.000479386385426654,0.000647668393782383,2,0.206,0.556149732620321,NA
"49",6,1,7,6.34678852500635e-05,0.000479386385426654,0.000648088139987038,2,0.213,0.556149732620321,NA
"50",4,0,4,6.42013353877761e-05,2.87505031338048e-05,0.000644329896907216,0,0.197,0.561497326203209,NA
"52",8,1,9,6.34880325058726e-05,0.000448028673835125,0.000646830530401035,179.8,0.262,0.556149732620321,NA
"58",5,1,6,6.34598299276558e-05,0.000479386385426654,0.000644745325596389,58.4,0.209,0.556149732620321,NA
"59",3,2,5,6.34397005646133e-05,0.000479616306954436,0.000643915003219575,0,0.169,0.556149732620321,NA
"63",5,1,6,6.34638573332487e-05,0.000479386385426654,0.000644745325596389,0,0.221,0.556149732620321,NA
"152",0,1,1,2.87505031338048e-05,0.000526038926880589,0.000634920634920635,0,0,0.0053475935828877,NA
"171",21,1,22,6.35445129313084e-05,0.000479386385426654,0.000655307994757536,1.9,0.361,0.556149732620321,NA
"193",12,2,14,6.34799720688123e-05,0.000481463649494463,0.000651041666666667,369.9,0.179,0.556149732620321,NA
"20",4,0,4,6.41972138409193e-05,2.87505031338048e-05,0.000643915003219575,0,0.178,0.561497326203209,NA
"189",4,2,6,6.31791761435431e-05,0.000476190476190476,0.000609013398294762,220.7,0.052,0.556149732620321,NA
"1",2,0,2,6.40450877417702e-05,2.87505031338048e-05,0.000631313131313131,0,0.081,0.561497326203209,NA
"7",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"9",2,0,2,6.40450877417702e-05,2.87505031338048e-05,0.000631313131313131,0,0.081,0.561497326203209,NA
"13",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"14",2,0,2,6.40450877417702e-05,2.87505031338048e-05,0.000631313131313131,0,0.081,0.561497326203209,NA
"77",1,1,2,6.15877317238406e-05,0.000444839857651246,0.000613873542050338,3.2,0,0.556149732620321,NA
"84",2,1,3,6.19770684846607e-05,0.000444642063139173,0.000619195046439628,4.2,0,0.556149732620321,NA
"4",2,0,2,6.40450877417702e-05,2.87505031338048e-05,0.000631313131313131,0,0.081,0.561497326203209,NA
"10",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"11",3,0,3,6.42013353877761e-05,2.87505031338048e-05,0.000643915003219575,0,0.167,0.561497326203209,NA
"69",1,0,1,6.26684213824654e-05,2.87505031338048e-05,0.000606428138265616,0,0,0.561497326203209,NA
"72",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,NA
"74",4,0,4,6.36375206821942e-05,2.87505031338048e-05,0.000620347394540943,0,0.006,0.561497326203209,NA
"75",3,0,3,6.26998557903317e-05,2.87505031338048e-05,0.000613496932515337,0,0,0.561497326203209,NA
"78",1,0,1,6.22742558226429e-05,2.87505031338048e-05,0.00056980056980057,0,0,0.561497326203209,NA
"79",2,0,2,6.30040322580645e-05,2.87505031338048e-05,0.000570125427594071,0,0,0.566844919786096,NA
"82",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"83",2,0,2,6.30040322580645e-05,2.87505031338048e-05,0.000570125427594071,0,0,0.566844919786096,NA
"85",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"86",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"87",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"88",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"89",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"90",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"92",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"93",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"94",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"95",1,0,1,6.22742558226429e-05,2.87505031338048e-05,0.00056980056980057,0,0,0.561497326203209,NA
"96",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"97",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"98",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"99",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"100",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"101",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"103",3,0,3,6.3710499490316e-05,2.87505031338048e-05,0.000619962802231866,0,0.014,0.561497326203209,NA
"106",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"108",2,0,2,6.26762770291445e-05,2.87505031338048e-05,0.000612369871402327,0,0,0.561497326203209,NA
"111",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,NA
"167",0,0,0,2.87505031338048e-05,2.87505031338048e-05,2.87505031338048e-05,0,0,0.0053475935828877,0.0053475935828877
