"";"from";"to";"var0";"var1";"var2";"var3";"var4";"var5";"var6";"var7";"var8";"var9";"var10";"var11";"var12";"var13";"var14";"var15";"var16";"var17";"var18";"var19";"var20";"var21";"var22";"var23";"var24";"atividade";"acesso";"confianca";"total"
"31409";188;176;0;1;1;0;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31415";194;176;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31416";195;176;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31462";46;177;1;1;1;0;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31464";48;177;1;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;23;24;49
"31467";51;177;1;1;0;0;0;0;0;1;3;3;1;1;1;1;1;1;3;3;3;3;2;3;3;3;3;1;16;23;40
"31530";117;177;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"31537";124;177;0;1;0;0;0;0;0;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;1;29;23;53
"31549";139;177;0;1;0;0;0;0;0;1;1;3;3;2;1;1;2;2;2;3;2;1;3;3;1;2;3;1;18;18;37
"31563";153;177;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31564";155;177;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"31572";163;177;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"31574";165;177;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"31578";170;177;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"31584";176;177;1;1;1;1;0;0;0;3;3;3;3;1;3;1;1;1;2;3;2;3;3;3;3;3;3;3;21;23;47
"31587";179;177;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"31592";184;177;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"31596";188;177;0;1;1;0;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;26;24;52
"31598";190;177;1;1;0;0;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;1;24;24;49
"31602";194;177;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31603";195;177;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31650";47;178;1;1;0;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31656";53;178;1;0;1;1;0;0;0;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;2;28;24;54
"31717";117;178;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"31750";153;178;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31751";155;178;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"31759";163;178;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"31761";165;178;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"31765";170;178;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"31771";176;178;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"31772";177;178;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"31774";179;178;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"31779";184;178;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"31783";188;178;0;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"31789";194;178;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31790";195;178;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31854";64;179;1;1;1;1;0;0;0;3;3;3;3;3;3;1;2;1;3;3;3;3;3;3;3;3;3;3;25;24;52
"31904";117;179;0;1;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;1;26;23;50
"31937";153;179;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"31938";155;179;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"31941";158;179;0;1;1;0;0;0;0;3;3;1;1;3;1;1;2;1;1;1;1;3;2;3;1;3;3;2;17;17;36
"31946";163;179;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"31948";165;179;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"31952";170;179;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"31958";176;179;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"31959";177;179;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"31966";184;179;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"31970";188;179;0;1;1;0;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;26;24;52
"31973";191;179;1;1;0;0;0;0;0;2;1;1;1;1;3;1;2;1;2;2;2;3;3;3;2;3;3;1;15;21;37
"31976";194;179;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31977";195;179;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"31999";22;180;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;10;8;18
"32008";31;180;0;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"32091";117;180;1;0;1;1;1;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;3;26;23;52
"32116";145;180;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;4;26;24;54
"32122";151;180;1;1;0;0;0;0;0;3;3;2;3;2;3;1;1;1;3;2;3;3;3;3;2;3;3;1;22;22;45
"32124";153;180;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"32125";155;180;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"32126";156;180;1;1;0;0;0;0;0;3;3;3;3;1;1;1;1;1;3;3;3;3;3;3;1;3;3;1;20;22;43
"32128";158;180;0;1;1;0;0;0;0;3;3;3;1;3;1;1;2;1;1;1;1;3;2;3;1;3;3;2;19;17;38
"32131";161;180;1;1;0;0;0;0;0;3;3;2;2;3;2;3;2;1;3;3;3;3;3;3;3;3;3;1;24;24;49
"32133";163;180;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"32135";165;180;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"32139";170;180;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"32145";176;180;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"32146";177;180;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"32148";179;180;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"32153";184;180;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"32157";188;180;0;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"32161";192;180;1;0;1;1;0;0;0;3;3;2;2;2;3;1;1;1;3;3;3;2;2;3;2;3;3;2;21;21;44
"32163";194;180;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32164";195;180;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32169";5;181;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"32170";6;181;1;1;1;0;1;0;0;3;3;3;3;3;1;3;3;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"32194";30;181;0;1;0;0;0;0;0;2;2;3;3;1;2;3;3;3;2;2;2;3;2;3;2;3;3;1;24;20;45
"32197";33;181;1;1;0;0;1;0;0;3;3;3;1;1;1;1;1;3;3;3;2;3;2;3;1;3;3;2;20;20;42
"32198";34;181;1;1;0;0;0;0;0;2;3;3;1;1;3;1;3;3;3;3;3;3;3;3;1;3;3;1;23;22;46
"32199";35;181;1;0;1;0;0;0;0;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;1;3;3;1;27;22;50
"32200";36;181;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;2;3;3;3;3;3;3;4;24;23;51
"32232";68;181;0;0;1;0;0;1;0;2;1;2;2;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;19;24;45
"32278";117;181;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"32279";118;181;1;1;1;0;0;0;0;1;3;1;1;1;1;1;1;3;2;2;3;1;3;3;1;3;3;2;15;19;36
"32296";138;181;1;1;0;1;1;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"32311";153;181;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"32312";155;181;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"32320";163;181;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"32322";165;181;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"32326";170;181;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"32332";176;181;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"32333";177;181;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"32335";179;181;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"32344";188;181;0;1;1;0;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;26;24;52
"32347";191;181;1;1;0;0;0;0;0;2;1;1;1;1;3;1;2;1;2;2;2;3;3;3;2;3;3;1;15;21;37
"32350";194;181;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32351";195;181;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32416";65;182;1;1;0;0;0;0;0;3;3;1;3;3;3;1;3;1;3;3;3;3;3;3;3;3;3;1;24;24;49
"32417";66;182;1;1;0;0;0;0;0;1;3;1;1;1;1;1;1;3;3;3;3;3;3;3;1;3;3;1;16;22;39
"32418";67;182;1;1;1;1;1;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;30;24;58
"32465";117;182;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"32498";153;182;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"32499";155;182;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"32507";163;182;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"32509";165;182;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"32513";170;182;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"32515";172;182;1;1;0;1;0;0;0;3;3;3;3;2;2;1;1;1;2;2;2;3;3;3;2;3;3;2;21;21;44
"32519";176;182;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"32520";177;182;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"32522";179;182;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"32527";184;182;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"32531";188;182;0;1;1;0;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;26;24;52
"32537";194;182;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32538";195;182;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32592";54;183;0;1;1;1;0;0;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;29;24;57
"32593";55;183;1;0;1;1;0;0;0;3;3;3;2;2;2;1;2;2;3;3;3;3;3;3;3;3;3;2;23;24;49
"32594";56;183;1;1;1;1;0;0;1;3;2;3;2;1;1;2;3;3;3;3;3;3;3;3;1;3;3;4;23;22;49
"32595";57;183;1;1;0;0;0;0;0;3;3;3;1;1;1;1;3;3;3;3;2;1;2;3;1;3;3;1;22;18;41
"32597";59;183;1;1;1;0;0;0;0;3;3;3;1;1;1;1;3;1;3;3;3;3;3;3;3;3;3;2;20;24;46
"32652";117;183;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"32659";124;183;0;1;0;0;0;0;0;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;1;29;23;53
"32678";146;183;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;4;24;24;52
"32679";147;183;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;4;24;24;52
"32680";148;183;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;4;24;24;52
"32681";149;183;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;4;24;24;52
"32682";150;183;1;1;1;1;1;0;0;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;4;26;24;54
"32685";153;183;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"32686";155;183;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"32689";158;183;1;1;1;1;1;1;0;3;3;3;3;3;3;1;2;1;1;1;1;3;2;3;1;3;3;5;23;17;45
"32690";159;183;0;0;1;0;0;0;0;1;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;1;22;24;47
"32694";163;183;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"32696";165;183;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"32700";170;183;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"32706";176;183;1;1;1;1;0;0;0;3;3;3;3;1;3;3;3;2;2;3;2;3;3;3;3;3;3;3;26;23;52
"32707";177;183;1;1;1;0;0;0;0;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;3;3;3;2;25;23;50
"32709";179;183;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;3;2;2;3;3;3;2;3;3;2;26;21;49
"32714";184;183;1;1;1;1;0;1;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;4;24;23;51
"32718";188;183;0;1;1;1;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"32724";194;183;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;3;2;3;3;0;18;20;38
"32725";195;183;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;3;2;3;3;0;18;20;38
"32747";22;184;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;10;8;18
"32762";37;184;1;1;0;0;0;0;0;3;3;1;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;1;27;23;51
"32768";43;184;1;1;0;0;0;0;0;1;3;3;1;1;2;3;1;3;3;3;2;3;3;3;1;3;3;1;21;21;43
"32770";45;184;1;1;1;1;0;0;0;3;3;3;3;3;3;2;1;1;3;3;3;3;3;3;3;3;3;3;25;24;52
"32773";48;184;1;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;23;24;49
"32789";64;184;0;1;0;1;0;0;0;3;3;3;3;3;3;1;2;1;3;3;3;3;3;2;2;3;3;2;25;22;49
"32839";117;184;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"32879";161;184;1;1;0;1;0;0;1;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3;3;3;3;3;27;24;54
"32881";163;184;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"32883";165;184;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"32887";170;184;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"32891";174;184;1;1;1;1;0;0;0;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;28;24;55
"32892";175;184;0;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;2;2;2;3;3;3;2;3;3;2;22;21;45
"32893";176;184;1;1;1;1;0;0;0;3;3;1;3;1;3;1;1;1;2;3;2;3;3;3;3;3;3;3;19;23;45
"32894";177;184;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;3;24;23;50
"32896";179;184;1;1;1;1;0;0;0;3;3;3;3;3;3;1;3;1;2;2;2;3;3;3;2;3;3;3;25;21;49
"32899";182;184;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"32905";188;184;0;1;1;1;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"32909";192;184;1;0;1;0;0;0;0;3;3;2;2;2;3;1;1;1;3;3;3;2;2;3;2;3;3;1;21;21;43
"32911";194;184;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32912";195;184;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"32955";43;185;1;1;0;0;0;0;0;1;3;3;1;1;2;3;1;3;3;3;2;3;3;3;1;3;3;1;21;21;43
"32957";45;185;1;1;1;1;0;0;0;3;3;3;3;3;3;2;1;1;3;3;3;3;3;3;3;3;3;3;25;24;52
"32960";48;185;1;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;23;24;49
"32967";55;185;1;0;1;1;0;0;0;3;3;3;2;2;2;3;3;2;3;3;3;3;3;3;3;3;3;2;26;24;52
"32972";60;185;1;0;0;0;0;0;0;1;3;2;1;1;1;1;1;1;3;3;3;3;3;2;2;3;3;0;15;22;37
"32976";64;185;0;1;0;1;0;0;0;3;3;3;3;3;3;1;2;1;3;3;3;3;3;3;3;3;3;2;25;24;51
"33026";117;185;0;0;0;0;0;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;0;26;23;49
"33059";153;185;1;0;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"33060";155;185;1;1;1;1;0;0;0;3;3;3;2;2;3;1;3;2;3;3;3;3;3;3;3;3;3;3;25;24;52
"33063";158;185;1;1;1;0;0;0;0;3;3;2;1;3;1;1;2;1;1;1;1;3;2;3;1;3;3;2;18;17;37
"33068";163;185;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"33070";165;185;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"33074";170;185;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"33079";175;185;0;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;3;3;2;3;3;3;2;3;3;2;23;22;47
"33080";176;185;1;1;1;1;0;0;0;3;3;1;3;1;3;1;1;1;2;3;2;3;3;3;3;3;3;3;19;23;45
"33081";177;185;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;3;24;23;50
"33083";179;185;1;1;1;1;0;0;0;3;3;3;3;3;3;1;3;1;2;2;2;3;3;3;2;3;3;3;25;21;49
"33086";182;185;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"33087";183;185;1;1;0;0;0;0;0;3;3;3;3;1;3;1;1;2;2;2;2;3;3;3;3;3;3;1;22;22;45
"33088";184;185;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"33092";188;185;0;1;1;1;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"33095";191;185;1;1;0;0;0;0;0;2;3;1;1;1;3;1;2;1;2;2;2;3;3;3;2;3;3;1;17;21;39
"33098";194;185;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"33099";195;185;0;0;0;0;0;0;0;2;3;2;2;3;1;1;1;1;2;2;2;3;2;2;2;3;3;0;18;19;37
"33144";45;186;1;1;0;1;0;0;0;2;3;3;3;3;3;2;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"33145";46;186;1;1;1;0;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;2;24;24;50
"33166";67;186;1;1;1;1;0;0;0;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;28;23;54
"33213";117;186;1;1;1;1;1;0;0;3;3;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;3;4;26;23;53
"33214";118;186;0;1;1;1;0;0;0;1;3;1;1;1;1;1;1;3;2;2;3;1;3;3;1;3;3;3;15;19;37
"33231";138;186;1;1;1;1;0;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;26;24;53
"33248";156;186;1;1;1;1;0;0;0;2;3;3;2;1;1;1;1;3;3;3;3;3;3;3;1;3;3;3;20;22;45
"33250";158;186;1;1;1;1;1;1;0;3;3;3;3;3;3;1;2;1;1;1;1;3;2;3;1;3;3;5;23;17;45
"33255";163;186;1;0;1;0;0;0;0;3;3;2;2;2;3;1;2;2;2;1;1;2;2;2;2;3;3;1;22;16;39
"33257";165;186;0;0;0;1;0;0;0;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;1;28;24;53
"33261";170;186;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;23;24;50
"33265";174;186;1;1;1;1;0;0;0;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;28;24;55
"33266";175;186;0;1;1;0;0;0;0;3;3;2;3;3;3;1;1;1;3;3;2;3;3;3;2;3;3;2;23;22;47
"33267";176;186;1;1;1;1;0;0;0;3;3;1;3;1;3;1;1;1;2;3;2;3;3;3;3;3;3;3;19;23;45
"33268";177;186;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;3;24;23;50
"33270";179;186;1;1;1;0;0;0;0;3;3;3;3;3;3;1;3;1;2;2;2;3;3;3;2;3;3;2;25;21;48
"33273";182;186;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"33275";184;186;1;1;1;1;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"33278";187;186;1;0;0;1;0;0;0;3;3;3;1;3;3;1;1;1;3;3;3;3;3;3;3;3;3;1;22;24;47
"33279";188;186;0;1;1;1;1;0;0;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;4;26;24;54
"33280";189;186;1;0;1;0;0;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;2;3;3;1;24;23;48
"33281";190;186;1;0;1;1;1;0;0;3;3;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;24;24;51
"33282";191;186;1;0;0;0;0;0;0;2;3;1;1;1;3;1;2;1;2;2;2;1;3;3;2;3;3;0;17;19;36
"33283";192;186;1;0;1;1;0;0;0;3;3;2;2;2;3;1;1;1;3;3;3;2;2;3;2;3;3;2;21;21;44
"33285";194;186;1;1;1;1;0;1;0;3;3;3;3;3;1;1;1;1;2;2;2;3;2;3;2;3;3;4;21;20;45
"33286";195;186;1;1;1;1;0;1;0;3;3;3;3;3;1;1;1;1;2;2;2;3;2;3;2;3;3;4;21;20;45
"33292";6;187;1;1;1;0;1;0;0;3;3;3;3;3;1;3;3;1;3;3;3;3;3;3;3;3;3;3;26;24;53
